"key","English (en)","Spanish (es)","Status"
"contract.bip38Spending","Spending Requirements: Provide a valid owner signature and a data signature verifying the password.","Requisitos de gasto: proporciona una firma válida del propietario y una firma de datos que verifique la contraseña.","translated"
"contract.bip38UseCase","Use Case: Ideal for protecting private keys against theft or unauthorized access, especially for long-term storage.","Uso: ideal para proteger claves privadas contra robos o accesos no autorizados, especialmente para almacenamiento a largo plazo.","translated"
"contract.enhancedTrust","Enhanced Trust: Useful for transactions requiring multiple trusted parties.","Confianza reforzada: útil para transacciones que requieren varias partes de confianza.","translated"
"contract.escrow","Escrow","Custodia","stable-term"
"contract.escrowDesc","The Escrow contract supports secure transactions between a buyer and seller with a trusted arbiter. Funds are released only with the arbiter’s approval.","El contrato de custodia permite transacciones seguras entre comprador y vendedor con un árbitro de confianza. Los fondos solo se liberan con su aprobación.","translated"
"contract.escrowMS2","EscrowMS2 (Multi-Party Escrow)","EscrowMS2 (custodia multipartita)","stable-term"
"contract.escrowMS2Desc","EscrowMS2 extends escrow with two arbiters. Funds can be released with one arbiter’s approval or both arbiters’ combined approval.","EscrowMS2 amplía la custodia con dos árbitros. Los fondos pueden liberarse con la aprobación de uno o con la aprobación conjunta de ambos.","translated"
"contract.escrowMS2Spending","Spending Requirements: One arbiter or both arbiters provide valid signatures, and the full amount goes to the buyer or seller.","Requisitos de gasto: uno o ambos árbitros proporcionan firmas válidas y el importe completo se envía al comprador o vendedor.","translated"
"contract.escrowSecurity","Security: Funds remain locked until the arbiter approves, helping prevent fraud or disputes.","Seguridad: los fondos permanecen bloqueados hasta la aprobación del árbitro, lo que ayuda a prevenir fraudes o disputas.","translated"
"contract.escrowSpending","Spending Requirements: The arbiter provides a valid signature and the full amount goes to the buyer’s or seller’s public-key-hash address.","Requisitos de gasto: el árbitro proporciona una firma válida y el importe completo se envía a la dirección hash de clave pública del comprador o vendedor.","translated"
"contract.howToUse","How to Use Covenant Contracts","Cómo usar contratos covenant","translated"
"contract.howToUseText","Open the Contracts section, choose a contract type, configure its conditions, and deploy it. To spend from contract UTXOs, meet the specific spending requirements above. Detailed instructions and examples are available in the app documentation.","Abre la sección Contratos, elige un tipo, configura sus condiciones y despliégalo. Para gastar desde los UTXO de un contrato, cumple los requisitos anteriores. La documentación de la aplicación contiene instrucciones y ejemplos detallados.","translated"
"contract.intro","Covenant contracts in the OPTN Wallet are smart contracts that enforce rules for spending digital assets. Each contract locks funds in UTXOs that can only be spent by meeting predefined conditions.","Los contratos covenant de OPTN Wallet son contratos inteligentes que imponen reglas para gastar activos digitales. Cada contrato bloquea fondos en UTXO que solo pueden gastarse al cumplir condiciones predefinidas.","translated"
"contract.msvault","MSVault (Multi-Signature Vault)","MSVault (bóveda multifirma)","stable-term"
"contract.msvaultDesc","MSVault creates a secure shared or long-term vault requiring multiple signatures and a password. It enforces a minimum balance and time lock.","MSVault crea una bóveda compartida o de largo plazo que requiere varias firmas y una contraseña. Impone un saldo mínimo y un bloqueo temporal.","translated"
"contract.msvaultSpending","Spending Requirements: Provide a valid signature and password-verified data signature while maintaining at least 4000 satoshis, or use a valid signature after the time lock expires.","Requisitos de gasto: proporciona una firma válida y una firma de datos verificada por contraseña manteniendo al menos 4000 satoshis, o usa una firma válida cuando expire el bloqueo temporal.","translated"
"contract.msvaultUseCase","Use Case: Suitable for shared ownership or long-term storage with strict access controls.","Uso: adecuada para propiedad compartida o almacenamiento a largo plazo con controles estrictos.","translated"
"contract.multipleArbiters","Multiple Arbiters: Two arbiters can authorize release of funds.","Varios árbitros: dos árbitros pueden autorizar la liberación de fondos.","translated"
"contract.multiSignature","Multi-Signature: Requires signatures from multiple authorized parties.","Multifirma: requiere firmas de varias partes autorizadas.","translated"
"contract.p2pkh","P2PKH (Pay-to-Public-Key-Hash)","P2PKH (pago a hash de clave pública)","stable-term"
"contract.p2pkhDesc","P2PKH is a standard Bitcoin script that protects UTXOs by requiring a signature from the owner of a specified public-key hash.","P2PKH es un script Bitcoin estándar que protege UTXO exigiendo una firma del propietario del hash de clave pública especificado.","translated"
"contract.p2pkhSecurity","Security: A proven and reliable method for protecting digital assets.","Seguridad: método probado y fiable para proteger activos digitales.","translated"
"contract.p2pkhSpending","Spending Requirements: Provide a valid signature matching the public-key hash in the contract.","Requisitos de gasto: proporciona una firma válida que coincida con el hash de clave pública del contrato.","translated"
"contract.passwordProtection","Password Protection: Encrypts your private key with a user-defined password.","Protección por contraseña: cifra la clave privada con una contraseña definida por el usuario.","translated"
"contract.simplicity","Simplicity: Easy to use and compatible with most Bitcoin wallets.","Simplicidad: fácil de usar y compatible con la mayoría de las billeteras Bitcoin.","translated"
"contract.timeControl","Time-Based Control: Sets a deadline for the recipient to claim funds.","Control temporal: establece un plazo para que el destinatario reclame los fondos.","translated"
"contract.transfer","TransferWithTimeout","TransferWithTimeout","stable-term"
"contract.transferDesc","TransferWithTimeout enables conditional transfers with a deadline. The recipient can claim funds before the timeout; the sender can reclaim them afterward.","TransferWithTimeout permite transferencias condicionales con un plazo. El destinatario puede reclamar los fondos antes del plazo y el remitente recuperarlos después.","translated"
"contract.transferSpending","Spending Requirements: The recipient signs before the timeout; afterward, the sender can reclaim funds with a valid signature.","Requisitos de gasto: el destinatario firma antes del plazo; después, el remitente puede recuperar los fondos con una firma válida.","translated"
"contract.transferUseCase","Use Cases: Useful for subscriptions, conditional payments, or escrow-like scenarios.","Usos: útil para suscripciones, pagos condicionales o situaciones similares a una custodia.","translated"
"contractPopup.back","Back","Atrás","translated"
"contractPopup.chooseFunction","Select a function","Seleccionar una función","translated"
"contractPopup.enterData","Please enter data to generate the message.","Introduce datos para generar el mensaje.","translated"
"contractPopup.enterMessage","Enter message for {name}","Introduce el mensaje para {name}","translated"
"contractPopup.enterValue","Enter {name}","Introduce {name}","translated"
"contractPopup.fetchFailed","Failed to fetch keys.","No se pudieron obtener las claves.","translated"
"contractPopup.generated","Message generated successfully!","¡Mensaje generado correctamente!","translated"
"contractPopup.generateMessage","Generate Message","Generar mensaje","translated"
"contractPopup.generationFailed","Failed to generate message.","No se pudo generar el mensaje.","translated"
"contractPopup.invalidFormat","Invalid {type} format. Please scan a valid QR code.","Formato de {type} no válido. Escanea un código QR válido.","translated"
"contractPopup.message","Message","Mensaje","stable-term"
"contractPopup.messageForCheck","message for checkdatasig","mensaje para checkdatasig","translated"
"contractPopup.noKeys","No keys found for address: {address}","No se encontraron claves para la dirección: {address}","translated"
"contractPopup.noQr","No QR code detected. Please try again.","No se detectó ningún código QR. Inténtalo de nuevo.","translated"
"contractPopup.scanFor","Scan QR Code for {name}","Escanear código QR para {name}","translated"
"contractPopup.select","Select","Seleccionar","translated"
"contractPopup.selectAddress","Select Address","Seleccionar dirección","translated"
"contractPopup.selected","Selected {type}","{type} seleccionado","translated"
"contractPopup.title","Select a Function","Seleccionar una función","translated"
"contractView.address","Address","Dirección","translated"
"contractView.addressCopied","Address copied to clipboard!","¡Dirección copiada al portapapeles!","translated"
"contractView.argumentTypeInfo","Argument type info","Información del tipo de argumento","translated"
"contractView.back","Back","Atrás","translated"
"contractView.balance","Balance","Saldo","translated"
"contractView.blockHeight","Current Block Height","Altura del bloque actual","translated"
