"key","English (en)","Korean (ko)","Status"
"contract.bip38Desc","The BIP38 contract secures private keys with a password. Its UTXOs require both the correct password and a valid signature.","BIP38 컨트랙트는 비밀번호로 개인 키를 보호합니다. UTXO를 사용하려면 올바른 비밀번호와 유효한 서명이 모두 필요합니다.","translated"
"contract.bip38Spending","Spending Requirements: Provide a valid owner signature and a data signature verifying the password.","사용 조건: 유효한 소유자 서명과 비밀번호를 확인하는 데이터 서명을 제공합니다.","translated"
"contract.bip38UseCase","Use Case: Ideal for protecting private keys against theft or unauthorized access, especially for long-term storage.","용도: 특히 장기 보관에서 개인 키를 도난이나 무단 접근으로부터 보호하는 데 적합합니다.","translated"
"contract.enhancedTrust","Enhanced Trust: Useful for transactions requiring multiple trusted parties.","강화된 신뢰: 여러 신뢰 당사자가 필요한 거래에 유용합니다.","translated"
"contract.escrow","Escrow","Escrow","stable-term"
"contract.escrowDesc","The Escrow contract supports secure transactions between a buyer and seller with a trusted arbiter. Funds are released only with the arbiter’s approval.","Escrow 컨트랙트는 신뢰할 수 있는 중재자와 구매자·판매자 사이의 안전한 거래를 지원합니다. 중재자가 승인해야만 자금이 지급됩니다.","translated"
"contract.escrowMS2","EscrowMS2 (Multi-Party Escrow)","EscrowMS2(다자간 에스크로)","stable-term"
"contract.escrowMS2Desc","EscrowMS2 extends escrow with two arbiters. Funds can be released with one arbiter’s approval or both arbiters’ combined approval.","EscrowMS2는 두 명의 중재자를 사용하도록 에스크로를 확장합니다. 한 명의 승인 또는 두 중재자의 공동 승인으로 자금을 지급할 수 있습니다.","translated"
"contract.escrowMS2Spending","Spending Requirements: One arbiter or both arbiters provide valid signatures, and the full amount goes to the buyer or seller.","사용 조건: 한 명 또는 두 중재자가 유효한 서명을 제공하며 전액이 구매자나 판매자에게 이동합니다.","translated"
"contract.escrowSecurity","Security: Funds remain locked until the arbiter approves, helping prevent fraud or disputes.","보안: 중재자가 승인할 때까지 자금이 잠겨 사기나 분쟁을 예방하는 데 도움이 됩니다.","translated"
"contract.escrowSpending","Spending Requirements: The arbiter provides a valid signature and the full amount goes to the buyer’s or seller’s public-key-hash address.","사용 조건: 중재자가 유효한 서명을 제공하며 전액이 구매자 또는 판매자의 공개 키 해시 주소로 이동합니다.","translated"
"contract.howToUse","How to Use Covenant Contracts","Covenant 컨트랙트 사용 방법","translated"
"contract.howToUseText","Open the Contracts section, choose a contract type, configure its conditions, and deploy it. To spend from contract UTXOs, meet the specific spending requirements above. Detailed instructions and examples are available in the app documentation.","컨트랙트 섹션을 열고 유형을 선택한 뒤 조건을 구성하고 배포하세요. 컨트랙트 UTXO를 사용하려면 위의 사용 조건을 충족해야 합니다. 자세한 지침과 예시는 앱 문서에서 확인할 수 있습니다.","translated"
"contract.intro","Covenant contracts in the OPTN Wallet are smart contracts that enforce rules for spending digital assets. Each contract locks funds in UTXOs that can only be spent by meeting predefined conditions.","OPTN Wallet의 covenant 컨트랙트는 디지털 자산의 사용 규칙을 적용하는 스마트 컨트랙트입니다. 각 컨트랙트는 UTXO에 자금을 잠그며 미리 정한 조건을 충족해야 사용할 수 있습니다.","translated"
"contract.msvault","MSVault (Multi-Signature Vault)","MSVault(다중 서명 볼트)","stable-term"
"contract.msvaultDesc","MSVault creates a secure shared or long-term vault requiring multiple signatures and a password. It enforces a minimum balance and time lock.","MSVault는 여러 서명과 비밀번호가 필요한 공유 또는 장기 보관용 볼트를 만듭니다. 최소 잔액과 시간 잠금을 적용합니다.","translated"
"contract.msvaultSpending","Spending Requirements: Provide a valid signature and password-verified data signature while maintaining at least 4000 satoshis, or use a valid signature after the time lock expires.","사용 조건: 유효한 서명과 비밀번호로 확인된 데이터 서명을 제공하고 최소 4000 satoshi를 유지하거나, 시간 잠금 만료 후 유효한 서명을 사용합니다.","translated"
"contract.msvaultUseCase","Use Case: Suitable for shared ownership or long-term storage with strict access controls.","용도: 엄격한 접근 제어가 필요한 공동 소유 또는 장기 보관에 적합합니다.","translated"
"contract.multipleArbiters","Multiple Arbiters: Two arbiters can authorize release of funds.","복수 중재자: 두 중재자가 자금 지급을 승인할 수 있습니다.","translated"
"contract.multiSignature","Multi-Signature: Requires signatures from multiple authorized parties.","다중 서명: 여러 승인 당사자의 서명이 필요합니다.","translated"
"contract.p2pkh","P2PKH (Pay-to-Public-Key-Hash)","P2PKH(Pay-to-Public-Key-Hash)","stable-term"
"contract.p2pkhDesc","P2PKH is a standard Bitcoin script that protects UTXOs by requiring a signature from the owner of a specified public-key hash.","P2PKH는 지정된 공개 키 해시 소유자의 서명을 요구해 UTXO를 보호하는 표준 Bitcoin 스크립트입니다.","translated"
"contract.p2pkhSecurity","Security: A proven and reliable method for protecting digital assets.","보안: 디지털 자산을 보호하는 검증된 신뢰성 높은 방법입니다.","translated"
"contract.p2pkhSpending","Spending Requirements: Provide a valid signature matching the public-key hash in the contract.","사용 조건: 컨트랙트의 공개 키 해시와 일치하는 유효한 서명을 제공합니다.","translated"
"contract.passwordProtection","Password Protection: Encrypts your private key with a user-defined password.","비밀번호 보호: 사용자가 정한 비밀번호로 개인 키를 암호화합니다.","translated"
"contract.simplicity","Simplicity: Easy to use and compatible with most Bitcoin wallets.","간단함: 사용하기 쉽고 대부분의 Bitcoin 지갑과 호환됩니다.","translated"
"contract.timeControl","Time-Based Control: Sets a deadline for the recipient to claim funds.","시간 제어: 수신자가 자금을 청구할 기한을 설정합니다.","translated"
"contract.transfer","TransferWithTimeout","TransferWithTimeout","stable-term"
"contract.transferDesc","TransferWithTimeout enables conditional transfers with a deadline. The recipient can claim funds before the timeout; the sender can reclaim them afterward.","TransferWithTimeout은 기한이 있는 조건부 전송을 지원합니다. 수신자는 기한 전에 자금을 청구하고, 이후에는 송신자가 회수할 수 있습니다.","translated"
"contract.transferSpending","Spending Requirements: The recipient signs before the timeout; afterward, the sender can reclaim funds with a valid signature.","사용 조건: 수신자가 기한 전에 서명하고, 이후에는 송신자가 유효한 서명으로 회수할 수 있습니다.","translated"
"contract.transferUseCase","Use Cases: Useful for subscriptions, conditional payments, or escrow-like scenarios.","용도: 구독, 조건부 결제 또는 에스크로와 유사한 상황에 유용합니다.","translated"
"contractPopup.back","Back","뒤로","translated"
"contractPopup.chooseFunction","Select a function","함수 선택","translated"
"contractPopup.enterData","Please enter data to generate the message.","메시지를 생성할 데이터를 입력하세요.","translated"
"contractPopup.enterMessage","Enter message for {name}","{name}의 메시지 입력","translated"
"contractPopup.enterValue","Enter {name}","{name} 입력","translated"
"contractPopup.fetchFailed","Failed to fetch keys.","키를 가져오지 못했습니다.","translated"
"contractPopup.generated","Message generated successfully!","메시지를 생성했습니다!","translated"
"contractPopup.generateMessage","Generate Message","메시지 생성","translated"
"contractPopup.generationFailed","Failed to generate message.","메시지를 생성하지 못했습니다.","translated"
"contractPopup.invalidFormat","Invalid {type} format. Please scan a valid QR code.","{type} 형식이 올바르지 않습니다. 유효한 QR을 스캔하세요.","translated"
"contractPopup.message","Message","메시지","stable-term"
"contractPopup.messageForCheck","message for checkdatasig","checkdatasig 메시지","translated"
"contractPopup.noKeys","No keys found for address: {address}","주소의 키를 찾지 못했습니다: {address}","translated"
"contractPopup.noQr","No QR code detected. Please try again.","QR 코드를 감지하지 못했습니다. 다시 시도하세요.","translated"
"contractPopup.scanFor","Scan QR Code for {name}","{name}의 QR 스캔","translated"
"contractPopup.select","Select","선택","translated"
"contractPopup.selectAddress","Select Address","주소 선택","translated"
"contractPopup.selected","Selected {type}","{type} 선택됨","translated"
"contractPopup.title","Select a Function","함수 선택","translated"
"contractView.address","Address","주소","translated"
"contractView.addressCopied","Address copied to clipboard!","주소를 클립보드에 복사했습니다!","translated"
"contractView.argumentTypeInfo","Argument type info","인수 유형 정보","translated"
"contractView.back","Back","뒤로","translated"
"contractView.balance","Balance","잔액","translated"
"contractView.blockHeight","Current Block Height","현재 블록 높이","translated"
"contractView.blockHeightInfo","Blocks increment on an average interval of 10 minutes.","블록은 평균 10분 간격으로 증가합니다.","translated"
"contractView.constructorArgs","Constructor Arguments","생성자 인수","translated"
"contractView.copyFailed","Failed to copy address.","주소를 복사하지 못했습니다.","translated"
"contractView.create","Create Contract","컨트랙트 만들기","translated"
