"key","English (en)","Hausa (Nigeria) (ha-NG)","Status"
"rpa.found","found","an samu","translated"
"rpa.howWorks","How it works","Yadda yake aiki","translated"
"rpa.lastScanned","Last scanned","Dubawa na ƙarshe","translated"
"rpa.noNotification","No notification tx.","Babu cinikin sanarwa.","translated"
"rpa.noNotificationText","The sender grinds their signature nonce until the input hash prefix matches your scan key — detectability is embedded in the signature itself.","Mai aikawa yana canja nonce na sa hannu har sai farkon hash ɗin shigarwa ya dace da maɓallin dubawa; gano yana cikin sa hannun kansa.","translated"
"rpa.paycode","Paycode","Paycode","stable-term"
"rpa.prefixFilter","Prefix filter","Matatar prefix","translated"
"rpa.scanDescription","Scans a Fulcrum-RPA server for transactions whose input signature prefix matches your scan key. Uses ECDH to verify each candidate and detect your stealth outputs.","Yana duba server Fulcrum-RPA don cinikayen da farkon sa hannun shigarwa ya dace da maɓallin dubawa. Yana amfani da ECDH don tabbatar da masu yiwuwa da gano fitarwar ɓoye.","translated"
"rpa.scanKey","Scan key","Maɓallin dubawa","translated"
"rpa.scanning","Scanning…","Ana dubawa…","translated"
"rpa.serverUnsupported","This server does not support RPA scanning.","Wannan server ba ya goyan bayan duban RPA.","translated"
"rpa.shareDescription","Share this paycode with senders. Each payment creates a unique stealth address — no link between payments on-chain.","Raba wannan Paycode da masu aikawa. Kowace biyan kuɗi tana ƙirƙirar adireshin ɓoye na musamman; babu haɗin biyan kuɗi a sarka.","translated"
"rpa.spendKey","Spend key","Maɓallin kashe kuɗi","translated"
"rpa.stealthBalance","Stealth BCH","BCH na ɓoye","translated"
"rpa.sync","Sync","Daidaita","translated"
"rpa.title","RPA Paycode","RPA Paycode","stable-term"
"rpa.walletUnavailable","Wallet not available","Wallet ba ya samuwa","translated"
"send.address","Address","Adireshi","translated"
"send.advanced","Advanced","Na ci gaba","translated"
"send.advancedBuilder","Open Advanced Builder","Buɗe maginin na ci gaba","translated"
"send.airdrops","Airdrops","Rarrabawa","translated"
"send.amount","Amount","Adadi","translated"
"send.amountBch","Amount (BCH)","Adadi (BCH)","translated"
"send.amountUsd","Amount (USD)","Adadi (USD)","translated"
"send.asset","Asset","Kadara","translated"
"send.assetControl","Asset control","Sarrafa kadarori","translated"
"send.back","Back","Koma","translated"
"send.balance","Balance","Ragowa","translated"
"send.bcmrMetadata","Parsed using BCMR metadata from the selected category.","An fassara ta amfani da bayanan BCMR daga rukunin da aka zaɓa.","translated"
"send.bytes","bytes","bytes","stable-term"
"send.changeAddress","Change address","Adireshin canji","translated"
"send.clearForm","Clear form","Share fom","translated"
"send.confirmed","Confirmed","An tabbatar","translated"
"send.contract","Contract","Kwangila","translated"
"send.contractInputs","Contract inputs","Shigarwar kwangila","translated"
"send.copy","Copy","Kwafi","translated"
"send.debug","Debug","Gyaran kuskure","translated"
"send.decimals","{count} decimals","ƙananan lambobi {count}","translated"
"send.details","Details","Bayanai","translated"
"send.enterBchForUsd","Enter a BCH amount to see the USD equivalent.","Shigar da adadin BCH don ganin kimarsa a USD.","translated"
"send.enterUsdForBch","Enter a USD amount to see the BCH equivalent.","Shigar da adadin USD don ganin kimarsa a BCH.","translated"
"send.fee","Fee","Kuɗin aiki","translated"
"send.fillMax","Fill the full spendable balance minus network fee","Cika dukkan ragowar kuɗin da za a iya kashewa bayan kuɗin hanyar sadarwa","translated"
"send.fillRequired","Fill the required fields first","Cika filayen da ake buƙata da farko","translated"
"send.finalOutputs","Final outputs","Fitowar ƙarshe","translated"
"send.guidedDescription","Send BCH, fungible tokens, or NFTs with one guided flow.","Aika BCH, fungible tokens ko NFTs ta hanya mai jagora guda.","translated"
"send.height","Height","Tsawo","translated"
"send.hide","Hide","Ɓoye","translated"
"send.inputs","Inputs","Abubuwan shigarwa","translated"
"send.inputsUsed","Inputs used","Shigarwar da aka yi amfani da su","translated"
"send.insufficientFunds","Not enough funds. Check your balance or reduce the amount.","Kuɗi ba su isa ba. Duba ragowar kuɗi ko rage adadin.","translated"
"send.integer","integer","cikakken lamba","translated"
"send.invalidAddress","Invalid address—double-check for typos or try scanning a QR code.","Adireshi ba daidai ba ne — duba rubutu ko gwada duba QR.","translated"
"send.keepTxid","Keep this txid as your reference and avoid sending it again.","Ajiye wannan txid a matsayin tunani, kada a sake aikawa.","translated"
"send.leaveBlankNft","Leave blank to send the first available NFT in this category.","Bar shi babu komai don aika NFT na farko da ke cikin wannan rukuni.","translated"
"send.loading","Loading…","Ana lodawa…","translated"
"send.max","Max","Mafi yawa","stable-term"
"send.networkError","Network error. Check your connection and try again.","Kuskuren hanyar sadarwa. Duba haɗin ka kuma sake gwadawa.","translated"
"send.nft","NFT","NFT","stable-term"
"send.nftCategory","NFT category","Rukunin NFT","translated"
"send.nftCommitment","NFT commitment","Alƙawarin NFT","translated"
"send.nfts","NFTs","NFTs","stable-term"
"send.noInputs","No inputs selected yet (run Review).","Ba a zaɓi abin shigarwa ba tukuna (yi Bita).","translated"
"send.noOutputs","No outputs yet (run Review).","Babu fitarwa tukuna (yi Bita).","translated"
"send.noTxBuilt","(no tx built yet)","(ba a gina ciniki ba tukuna)","translated"
"send.openAirdrops","Open Airdrops","Buɗe Airdrops","translated"
"send.optionalHexCommitment","Optional hex commitment…","Alƙawarin hex na zaɓi…","translated"
"send.outpoint","Outpoint","Outpoint","stable-term"
"send.outputsCreated","Outputs created","Fitowar da aka ƙirƙira","translated"
"send.pending","Pending","Ana jira","translated"
"send.quantumrootApproval","approval key to Quantum Lock","maɓallin amincewa zuwa Quantum Lock","translated"
"send.quantumrootHint","Review the recipient and token category, then tap Review to build the transaction.","Duba mai karɓa da rukunin token, sannan danna Bita don gina ciniki.","translated"
"send.quantumrootNftHint","If there are multiple NFT entries, choose the one that matches the approval key.","Idan akwai shigarwar NFT da yawa, zaɓi wadda ta dace da maɓallin amincewa.","translated"
"send.quantumrootPrefilled","Prefilled to send the {label}","An cika domin aika {label}","translated"
"send.quantumrootReceive","matching receive coin to the vault receive address","tsabar karɓa da ta dace da adireshin karɓar vault","translated"
"send.quantumrootShortcut","Quantumroot shortcut","Gajerar hanyar Quantumroot","translated"
"send.rawTransaction","Raw transaction","Ciniki na asali","translated"
"send.recipient","Recipient","Mai karɓa","translated"
"send.recipientAmountLoaded","Recipient and amount loaded from QR.","An ɗora mai karɓa da adadin daga QR.","translated"
"send.recipientLoaded","Recipient loaded from QR.","An ɗora mai karɓa daga QR.","translated"
"send.releaseToSend","Release to send","Saki don aikawa","translated"
"send.reset","Reset","Sake saita","translated"
"send.review","Review","Bita","translated"
"send.reviewTitle","Review Transaction","Duba ciniki","translated"
"send.sats","Sats","Sats","stable-term"
"send.scanQr","Scan QR","Duba QR","translated"
"send.selectCategory","Select category…","Zaɓi rukuni…","translated"
"send.selectedInputs","Selected inputs","Abubuwan shigarwa da aka zaɓa","translated"
"send.send","Send","Aika","translated"
"send.sending","Sending…","Ana aikawa…","translated"
"send.sent","Transaction sent","An aika ciniki","translated"
"send.show","Show","Nuna","translated"
"send.slideToConfirm","Slide to confirm","Ja don tabbatarwa","translated"
"send.submitted","Transaction submitted","An gabatar da ciniki","translated"
"send.summary","Summary","Taƙaice","translated"
"send.switchToBch","Switch amount input to BCH","Sauya shigar adadi zuwa BCH","translated"
"send.switchToUsd","Switch amount input to USD","Sauya shigar adadi zuwa USD","translated"
"send.technicalDetails","Technical details","Bayanan fasaha","translated"
"send.title","Simple Send","Aika mai sauƙi","translated"
"send.to","To","Zuwa","translated"
"send.token","Token","Token","stable-term"
"send.tokenAmount","Token amount","Adadin token","translated"
"send.tokenCategory","Token category","Rukunin token","translated"
"send.tokenChange","Token change","Canjin token","translated"
"send.tokenInputs","Token inputs","Shigarwar token","translated"
"send.tokenLabel","Token","Token","stable-term"
"send.totalBch","Total (BCH)","Jimla (BCH)","stable-term"
"send.transactionSize","Transaction size","Girman ciniki","translated"
"send.transferMode","Transfer mode","Yanayin canja wuri","translated"
"send.type","Type","Nau’i","stable-term"
"send.unconfirmedInputs","Unconfirmed inputs","Shigarwar da ba a tabbatar ba","translated"
"send.usdUnavailable","USD conversion is unavailable right now.","Canjin USD ba ya samuwa yanzu.","translated"
"send.verifyRecipient","QR scanned. Verify recipient before sending.","An duba QR. Tabbatar da mai karɓa kafin aikawa.","translated"
"send.verifySlide","Verify details and slide to send.","Tabbatar da bayanai sannan ja don aikawa.","translated"
"send.waitingSync","Waiting for sync","Ana jiran daidaitawa","translated"
"send.waitPrevious","Wait for your previous outgoing transaction to sync first","Jira a fara daidaita cinikin fita na baya","translated"
"server.active","● active","● mai aiki","translated"
"server.add","Add","Ƙara","translated"
"server.addDesktopPlaceholder","Add server — Fulcrum host:50002, or a node host:8333","Ƙara uwar garke — Fulcrum host:50002, ko node host:8333","translated"
"server.addMobilePlaceholder","Add WSS server — host:50004","Ƙara uwar garken WSS — host:50004","translated"
"server.addressUrlPlaceholder","Address URL, e.g. https://example.com/address/{address}","URL na adireshi, misali https://example.com/address/{address}","translated"
"server.auto","Auto","Atomatik","translated"
"server.autoBackend","Auto — server pool, with failover","Na atomatik — tarin sabobi mai failover","translated"
"server.automatic","Automatic","Atomatik","translated"
"server.backend","Backend","Backend","stable-term"
"server.blockExplorer","Block explorer","Mai binciken tubalan","translated"
"server.connect","Connect","Haɗa","translated"
"server.connected","Connected.","An haɗa.","translated"
"server.connectedServer","Connected server","Uwar garken da aka haɗa","translated"
"server.connecting","Connecting…","Ana haɗawa…","translated"
"server.connectionFailed","Connection failed","Haɗi ya kasa","translated"
"server.connectTitle","Connect to this server","Haɗa da wannan uwar garke","translated"
"server.custom","Custom…","Na musamman…","translated"
"server.customFee","Custom","Na musamman","translated"
"server.defaultPortHint","Default port: 50004 (WSS). Use wss:// prefix to force WSS, or ws:// for unencrypted.","Tsohuwar tashar: 50004 (WSS). Yi amfani da wss:// don tilasta WSS, ko ws:// don haɗin da ba a ɓoye ba.","translated"
"server.explorerDescription","Used for “open in explorer” links on transactions.","Ana amfani da shi wajen hanyoyin “buɗe a mai bincike” na ma’amaloli.","translated"
"server.feeDescription","Fee rate for new transactions. Automatic uses the network minimum (~1 sat/byte, Electron Cash default).","Matsayin kuɗi don sabbin ma’amaloli. Atomatik yana amfani da mafi ƙarancin network (~1 sat/byte, tsohon Electron Cash).","translated"
"server.feeUnit","sat/byte — applies to your next transaction","sat/byte — ga ma’amala ta gaba","translated"
"server.invalidHost","Enter a valid host:port (e.g. 192.168.0.129:50002).","Shigar ingantaccen host:port (misali 192.168.0.129:50002).","translated"
"server.manual","Manual","Da hannu","stable-term"
"server.node","Node","Node","stable-term"
"server.notConnected","Not connected","Ba a haɗa ba","translated"
"server.onlyBackend","Only this backend is used — pinning a node means Electrum servers aren't consulted.","Ana amfani da wannan backend kaɗai — kulle node yana hana amfani da sabobin Electrum.","translated"
"server.placeholderHelp","Use {txid} and {address} as placeholders.","Yi amfani da {txid} da {address} a matsayin gurabe.","translated"
"server.pool","{network} server pool","Tarin sabobin {network}","translated"
"server.rawNodeMobileError","Raw BCH node connections are only available on desktop. Add an Electrum/Fulcrum WSS server instead.","Haɗin raw BCH node yana kan kwamfuta kawai. Ƙara uwar garken Electrum/Fulcrum WSS.","translated"
"server.remove","Remove","Cire","translated"
"server.saveCustom","Save custom explorer","Ajiye mai bincike na musamman","translated"
"server.server","Server","Uwar garke","translated"
"server.serverInputPlaceholder","host, host:50004, or wss://host:50004","host, host:50004, ko wss://host:50004","translated"
"server.transactionFee","Transaction fee","Kuɗin ma’amala","translated"
"server.trustless","trustless","ba tare da amincewa ba","translated"
"server.txUrlPlaceholder","Tx URL, e.g. https://example.com/tx/{txid}","URL na ma’amala, misali https://example.com/tx/{txid}","translated"
"server.useAuto","Use Auto","Yi amfani da atomatik","translated"
"settings.about","About OPTN","Game da OPTN","translated"
"settings.aboutSupport","About & support","Game da taimako","translated"
"settings.aboutSupportDescription","Help, contact, terms, and app information","Taimako, tuntuɓa, sharuɗɗa da bayanan manhaja","translated"
"settings.connectionsFeatures","Connections & features","Haɗi da fasaloli","translated"
"settings.connectionsFeaturesDescription","Servers, integrations, privacy features, and advanced tools","Sabar, haɗe-haɗe, sirri da kayan aikin ci gaba","translated"
"settings.contact","Contact Us","Tuntuɓe mu","translated"
"settings.language","Language","Harshe","translated"
"settings.languageDescription","Choose the wallet interface language","Zaɓi harshen fuskar walat ɗin ku","translated"
"settings.network","Network","Hanyar sadarwa","translated"
"settings.recovery","Recovery Phrase","Jumlar dawo da walat","translated"
"settings.terms","Terms of Use","Sharuɗɗan amfani","translated"
"settings.walletSecurity","Wallet & security","Walat da tsaro","translated"
"settings.walletSecurityDescription","Recovery, derivation path, app lock, and wallet controls","Dawo da walat, hanyar ƙirƙira adireshi, kulle manhaja da sarrafa walat","translated"
"settingsAppLock.autoLockAfter","Auto-lock after","Kulle kai tsaye bayan","translated"
"settingsAppLock.biometricDescription","Use {label} to unlock instead of typing your password.","Yi amfani da {label} don buɗewa ba tare da shigar da kalmar sirri ba.","translated"
"settingsAppLock.biometricSetupFailed","Biometric setup failed: {message}","Saita biometric ya gaza: {message}","translated"
"settingsAppLock.biometricUnlock","Biometric unlock","Buɗewar biometric","translated"
"settingsAppLock.cancel","Cancel","Soke","translated"
"settingsAppLock.changePassword","Change Password","Canja kalmar sirri","translated"
"settingsAppLock.confirm","Confirm","Tabbatar","translated"
"settingsAppLock.confirmNewPassword","Confirm new password","Tabbatar da sabuwar kalmar sirri","translated"
"settingsAppLock.currentPassword","Current password","Kalmar sirri ta yanzu","translated"
"settingsAppLock.currentPasswordIncorrect","Current password is incorrect.","Kalmar sirri ta yanzu ba daidai ba ce.","translated"
"settingsAppLock.disabled","Disabled","An kashe","translated"
"settingsAppLock.enabled","Enabled","An kunna","translated"
"settingsAppLock.enabling","Enabling…","Ana kunnawa…","translated"
"settingsAppLock.encryption","Encryption","Rufewa da sirri","translated"
"settingsAppLock.encryptionDescription","Your wallet is encrypted with a password-derived key (PBKDF2 · 600k iterations · AES-256-GCM). The key is never stored — it is derived in memory each time you unlock.","An rufe wallet ɗinka da maɓalli da aka samo daga kalmar sirri (PBKDF2 · zagaye 600,000 · AES-256-GCM). Ba a ajiye maɓallin ba; ana samo shi a ƙwaƙwalwa duk lokacin buɗewa.","translated"
"settingsAppLock.lockNow","Lock Now","Kulle yanzu","translated"
"settingsAppLock.minute","1 minute","minti 1","stable-term"
"settingsAppLock.minutes","{count} minutes","minti {count}","stable-term"
"settingsAppLock.never","Never","Ba taɓa ba","translated"
"settingsAppLock.newPassword","New password","Sabuwar kalmar sirri","translated"
"settingsAppLock.noWalletOpen","No wallet is open.","Babu wallet da aka buɗe.","translated"
"settingsAppLock.passwordChanged","Password changed successfully.","An canja kalmar sirri cikin nasara.","translated"
"settingsAppLock.passwordChangeFailed","Password change failed. Please try again.","Canja kalmar sirri ya gaza. Sake gwadawa.","translated"
"settingsAppLock.passwordMismatch","New passwords do not match.","Sabbin kalmomin sirri ba su dace ba.","translated"
"settingsAppLock.updating","Updating…","Ana sabuntawa…","translated"
"settingsDerivation.activePath","Active BIP44 account path","Hanyar account ta BIP44 mai aiki","translated"
"settingsDerivation.alreadyActive","This derivation path is already active.","Wannan hanyar derivation tana aiki tuni.","translated"
"settingsDerivation.changeResync","Change and resync","Canja kuma sake daidaitawa","translated"
"settingsDerivation.completed","Derivation path changed and wallet resync completed.","An canja hanyar derivation kuma an kammala daidaita wallet.","translated"
"settingsDerivation.confirm","Changing the derivation path clears the current address, history, and UTXO records. The wallet will then regenerate and resync only the new path. Continue?","Canja hanyar derivation zai share adireshi, tarihi da UTXO na yanzu. Wallet zai sake ƙirƙira da daidaita sabuwar hanya kawai. A ci gaba?","translated"
"settingsDerivation.currentMode","Current mode: {mode}.","Yanayin yanzu: {mode}.","translated"
"settingsDerivation.custom","custom","na musamman","translated"
"settingsDerivation.description","OPTN supports one active BIP44 account path at a time. Reconfiguring it removes the old derived records and performs a fresh receive/change discovery and resync.","OPTN tana goyan bayan hanyar account ta BIP44 guda ɗaya mai aiki a lokaci guda. Sake tsara ta yana cire tsoffin bayanan derivation kuma ya sake gano adireshin karɓa/canji ya daidaita.","translated"
"settingsDerivation.failed","Wallet reconfiguration failed.","Sake tsara wallet ya gaza.","translated"
"settingsDerivation.invalidPath","Invalid derivation path.","Hanyar derivation ba daidai ba ce.","translated"
"settingsDerivation.networkDefault","network default","tsohuwar hanyar sadarwa","translated"
"settingsDerivation.reconfiguring","Reconfiguring…","Ana sake tsarawa…","translated"
"settingsDerivation.useDefault","Use network default","Yi amfani da tsohuwar hanyar sadarwa","translated"
"settingsNetwork.active","Active","Mai aiki","translated"
"settingsNetwork.chipnet","Chipnet","Chipnet","stable-term"
"settingsNetwork.chipnetDescription","BCH testnet for upcoming CHIPs — test funds only","Hanyar gwajin BCH don CHIPs masu zuwa — kuɗin gwaji kawai","translated"
"settingsNetwork.comingSoon","Coming soon","Nan ba da jimawa ba","translated"
"settingsNetwork.description","Switching networks clears the active network records, derives the network path, and resynchronizes receive/change addresses. Custom paths are preserved across network changes.","Canza hanyar sadarwa zai share bayanan hanyar yanzu, ya samar da hanyar network, kuma ya sake daidaita adiresoshin karɓa da canji. Hanyoyin da aka keɓance za su ci gaba da kasancewa.","translated"
"settingsNetwork.mainnet","Mainnet","Mainnet","stable-term"
"settingsNetwork.mainnetDescription","Live BCH network — real funds","Hanyar BCH ta gaske — kuɗi na gaske","translated"
"settingsNetwork.regtest","Regtest","Regtest","stable-term"
"settingsNetwork.reload","Reload and resync current wallet","Sake loda kuma daidaita walat","translated"
"settingsNetwork.reloading","Reloading wallet…","Ana sake loda walat…","translated"
"settingsNetwork.switching","Switching…","Ana canzawa…","translated"
"settingsNetwork.testnet3","Testnet3","Testnet3","stable-term"
"settingsNetwork.testnet4","Testnet4","Testnet4","stable-term"
"settingsPanels.addons","Addons","Add-ons","translated"
"settingsPanels.appLock","App Lock","Kulle manhaja","translated"
"settingsPanels.cashfusion","CashFusion","CashFusion","stable-term"
"settingsPanels.console","Console","Console","stable-term"
"settingsPanels.contract","Contract Info","Bayanan kwangila","translated"
"settingsPanels.derivation","Derivation Path","Hanyar derivation","translated"
"settingsPanels.experimental","Experimental Features","Fasalolin gwaji","translated"
"settingsPanels.faucet","Chipnet Faucet","Chipnet Faucet","stable-term"
"settingsPanels.nostr","Nostr & Chat","Nostr da hira","translated"
"settingsPanels.server","Server","Server","stable-term"
"settingsPanels.walletConnect","WalletConnect","WalletConnect","stable-term"
"settingsPanels.wizardConnect","WizardConnect","WizardConnect","stable-term"
"settingsRows.about","About OPTN","Game da OPTN","translated"
"settingsRows.aboutDescription","Version info","Bayanin sigar manhaja","translated"
"settingsRows.addons","Addons","Ƙarin manhajoji","translated"
"settingsRows.addonsDescription","Install and manage third-party addons","Sanya da sarrafa ƙarin manhajojin ɓangare na uku","translated"
"settingsRows.appLock","App Lock","Kulle manhaja","translated"
"settingsRows.appLockDescription","Auto-lock · Change password","Kulle kai-tsaye · Canza kalmar sirri","translated"
"settingsRows.console","Console","Console","stable-term"
"settingsRows.consoleDescription","App log · Electrum RPC","Log na manhaja · Electrum RPC","translated"
"settingsRows.contact","Contact Us","Tuntuɓe mu","translated"
"settingsRows.contactDescription","Get help and support","Samu taimako da tallafi","translated"
"settingsRows.contractInfo","Contract Info","Bayanin kwangila","translated"
"settingsRows.contractInfoDescription","View contract details","Duba bayanan kwangila","translated"
"settingsRows.derivation","Derivation Path","Hanyar derivation","translated"
"settingsRows.derivationDescription","Customize and resync the active BIP44 path","Keɓance kuma sake daidaita hanyar BIP44 mai aiki","translated"
"settingsRows.experimental","Experimental Features","Abubuwan gwaji","translated"
"settingsRows.experimentalDescription","RPA · CashFusion","RPA · CashFusion","stable-term"
"settingsRows.faucet","Chipnet Faucet","Chipnet Faucet","stable-term"
"settingsRows.faucetDescription","Get test BCH on Chipnet","Samu BCH na gwaji a Chipnet","translated"
"settingsRows.language","Language","Harshe","translated"
"settingsRows.languageDescription","Choose the wallet interface language","Zaɓi harshen fuskar walat","translated"
"settingsRows.network","Network","Hanyar sadarwa","translated"
"settingsRows.networkDescription","Switch between Mainnet and Chipnet","Canza tsakanin Mainnet da Chipnet","translated"
"settingsRows.nostr","Nostr & Chat","Nostr da hira","translated"
"settingsRows.nostrDescription","Private messages · Identity · Relay pool","Saƙonni na sirri · Shaida · Relays","translated"
"settingsRows.pendingOutbox","Pending Tx Locks","Makullan ma’amaloli masu jira","translated"
"settingsRows.pendingOutboxDescription","Review outgoing transaction locks","Duba makullan ma’amalolin fita","translated"
"settingsRows.recovery","Recovery Phrase","Jumlar dawo da walat","translated"
"settingsRows.recoveryDescription","Back up your wallet","Ajiye kwafin walat","translated"
"settingsRows.server","Servers","Sabobin sadarwa","translated"
"settingsRows.serverDescription","Electrum · Block explorer · Transaction fees","Electrum · Mai duba tubalan · Kuɗin ma’amala","translated"
"settingsRows.terms","Terms of Use","Sharuɗɗan amfani","translated"
"settingsRows.termsDescription","Read our terms","Karanta sharuɗɗanmu","translated"
"settingsRows.walletConnect","WalletConnect","WalletConnect","stable-term"
"settingsRows.walletConnectDescription","Manage dApp connections","Sarrafa haɗin dApp","translated"
"settingsRows.wizardConnect","WizardConnect","WizardConnect","stable-term"
"settingsRows.wizardConnectDescription","Connect to token wizards","Haɗa da token wizard","translated"
"terms.acceptance","1. Acceptance of Terms","1. Karɓar sharuɗɗa","translated"
"terms.acceptanceText","By accessing and using the OPTN Wallet App (“the App”), you agree to comply with and be bound by these Terms of Use. If you do not agree, please do not use the App.","Ta hanyar shiga da amfani da OPTN Wallet (“Manhajar”), ka yarda ka bi waɗannan Sharuɗɗan Amfani. Idan ba ka yarda ba, kada ka yi amfani da Manhajar.","translated"
"terms.deviceSecurity","Ensuring the security of your device and the App.","Tabbatar da tsaron na’urarka da Manhajar.","translated"
"terms.modifications","6. Modifications","6. Sauye-sauye","stable-term"
"terms.modificationsText","The developers may modify, suspend, or discontinue the App without prior notice and may update these Terms. You are responsible for reviewing them periodically.","Masu haɓakawa na iya gyara, dakatar ko rufe Manhajar ba tare da sanarwa ba, kuma su sabunta waɗannan sharuɗɗa. Kai ne ke da alhakin duba su lokaci-lokaci.","translated"
"terms.noLiability","4. No Liability","4. Babu alhaki","translated"
"terms.noLiabilityText","The developers assume no liability for loss, damage, or unauthorized access arising from use of the App, including cryptocurrency loss, data breaches, or device malfunctions. You use the App at your own risk.","Masu haɓakawa ba su da alhakin asara, lahani ko shiga marar izini da ya taso daga amfani da Manhajar, ciki har da asarar cryptocurrency, keta bayanai ko lalacewar na’ura. Kana amfani da ita da kanka cikin haɗari.","translated"
"terms.noWarranty","5. No Warranty","5. Babu garanti","translated"
"terms.noWarrantyText","The App is provided “as is” without express or implied warranties. The developers do not guarantee reliability, accuracy, completeness, error-free operation, or uninterrupted service.","Ana bayar da Manhajar “kamar yadda take” ba tare da garanti bayyananne ko na ɓoye ba. Masu haɓakawa ba sa tabbatar da dogaro, daidaito, cikawa, aiki marar kuskure ko sabis marar yankewa.","translated"
"terms.purpose","2. Purpose","2. Manufa","translated"
"terms.purposeText","The OPTN Wallet App lets users securely store, send, and receive cryptocurrency. You are responsible for the security of your private keys and assets.","OPTN Wallet tana ba masu amfani damar adana, aika da karɓar cryptocurrency cikin aminci. Kai ne ke da alhakin tsaron maɓallan sirri da kadarorinka.","translated"
"terms.responsibilities","3. User Responsibilities","3. Alhakin mai amfani","translated"
"terms.responsibilitiesIntro","The OPTN Wallet App handles real cryptocurrency. You are solely responsible for:","OPTN Wallet tana sarrafa cryptocurrency na gaske. Kai kaɗai ne ke da alhakin:","translated"
"terms.responsibilitiesText","The development team is not responsible for loss of assets or unauthorized access resulting from failure to follow these practices.","Ƙungiyar ci gaba ba ta da alhakin asarar kadara ko shiga marar izini saboda rashin bin waɗannan matakai.","translated"
"terms.safeguard","Safeguarding your private keys and recovery phrases.","Kare maɓallan sirri da jimlolin dawo da wallet.","translated"
"terms.verify","Verifying transaction details before confirming any actions.","Tabbatar da bayanan ciniki kafin tabbatar da wani aiki.","translated"
"token.activeMinting","Active Minting","Samarwa mai aiki","translated"
"token.authHead","Auth Head","Shugaban iko","translated"
"token.bcmr","BCMR","BCMR","stable-term"
"token.bcmrUnavailable","BCMR metadata unavailable","Bayanan BCMR ba su samuwa","translated"
"token.category","Category","Rukuni","translated"
"token.chainStatsError","Unable to load token chain statistics right now.","An kasa loda ƙididdigar token na sarka yanzu.","translated"
"token.decimals","Decimals","Wuraren goma","translated"
"token.id","Token ID","ID na token","translated"
"token.loading","Loading token data…","Ana loda bayanan token…","translated"
"token.no","No","A’a","translated"
"token.symbol","Symbol","Alama","translated"
"token.totalNfts","Total NFTs","Jimillar NFT","translated"
"token.totalSupply","Total Supply","Jimillar samarwa","translated"
"token.unavailable","Unavailable","Ba ya samuwa","translated"
"token.yes","Yes","Eh","translated"
"tor.appRunsOwn","The app runs its own Tor — no Tor Browser needed","Manhajar tana gudanar da Tor nata — ba a buƙatar Tor Browser","translated"
"tor.autoDetect","Auto-detect (9050 / 9150)","Gano kai tsaye (9050 / 9150)","translated"
"tor.bootstrapping","Bootstrapping Tor… {percent}%","Ana fara Tor… {percent}%","translated"
"tor.check","Check Tor","Duba Tor","translated"
"tor.checking","Checking…","Ana dubawa…","translated"
"tor.desktopOnly","Desktop only","Kwamfuta kawai","translated"
"tor.disable","Disable","Kashe","translated"
"tor.enable","Enable","Kunna","translated"
"tor.externalOption","Or use a Tor you run yourself:","Ko amfani da Tor da ka gudanar da kanka:","translated"
"tor.foundOnPort","Tor found on port {port} ✓","An sami Tor a tashar {port} ✓","translated"
"tor.integrated","Integrated Tor","Tor da aka haɗa","translated"
"tor.manualPort","Manual port","Tashar hannu","translated"
"tor.noExternal","No external Tor found. Either press “Start integrated Tor” above (recommended), or start Tor Browser (9150) / a system Tor daemon (9050) and press “Check Tor”. Without Tor, remote CashFusion is blocked.","Ba a sami Tor na waje ba. Fara Tor da aka haɗa a sama (shawara), ko fara Tor Browser (9150) / tsarin Tor daemon (9050), sannan danna “Duba Tor”. Ba tare da Tor ba, ana toshe CashFusion na nesa.","translated"
"tor.noProxy","No Tor proxy running ✗","Babu proxy Tor mai aiki ✗","translated"
"tor.remoteRequired","Required for remote CashFusion servers","Ana buƙata don servers na CashFusion na nesa","translated"
"tor.runningOn","Running on port {port} ✓","Yana aiki a tashar {port} ✓","translated"
"tor.starting","Starting…","Ana farawa…","translated"
"tor.startIntegrated","Start integrated Tor","Fara Tor da aka haɗa","translated"
"tor.stop","Stop","Tsaya","translated"
"tor.title","Tor","Tor","stable-term"
"tor.usingManual","Using manual port {port}","Ana amfani da tashar hannu {port}","translated"
"txDetails.bch","BCH","BCH","stable-term"
"txDetails.index","Index","Fihirisa","stable-term"
"txDetails.locktime","Locktime","Lokacin kullewa","translated"
"txDetails.txid","TXID","TXID","stable-term"
"txDetails.version","Version","Sigar","stable-term"
"txSummary.bch","BCH","BCH","stable-term"
"txSummary.bchInput","bch input","shigar BCH","translated"
"txSummary.bytes","bytes","bytes","stable-term"
"txSummary.fee","Fee","Kuɗin aiki","translated"
"txSummary.feeRate","Fee rate","Matsayin kuɗin aiki","translated"
"txSummary.inputs","Inputs","Abubuwan shigarwa","translated"
"txSummary.outputs","Outputs","Abubuwan fitarwa","translated"
"txSummary.sats","sats","sats","stable-term"
"txSummary.token","token","token","stable-term"
"txSummary.tokenInput","token input","shigar token","translated"
"txSummary.txSize","Tx size","Girman ma’amala","translated"
"utxo.amount","Amount","Adadi","translated"
"utxo.bitcoinCash","Bitcoin Cash","Bitcoin Cash","stable-term"
"utxo.ft","FT","FT","stable-term"
"utxo.height","Height","Tsawo","translated"
"utxo.loading","Loading UTXOs…","Ana loda UTXO…","translated"
